path	strict_decode	format	core_spec	total	sort	bvar	const	app	lam	pi	let
npa-corpus/proofs/Proofs/Ai/Algebra/NoetherianModuleACC/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1554	4	51	5	844	199	451	0
npa-corpus/proofs/Proofs/Ai/Algebra/Ring/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	211	2	3	11	118	37	40	0
npa-corpus/proofs/Proofs/Ai/Algebra/Square/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	130	1	4	11	74	17	23	0
npa-corpus/proofs/Proofs/Ai/Algebra/SylowFiniteAbelianPGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	511	3	42	3	215	78	170	0
npa-corpus/proofs/Proofs/Ai/Algebra/TensorProductsFlatness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2442	6	60	6	1536	328	506	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/AffineVariety/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/Cohomology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/CotangentComplex/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	675	8	29	3	151	232	252	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/DerivedAffineSchemes/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	67	3	6	1	17	17	23	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/DerivedCategory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	477	5	22	3	143	134	170	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/EtaleSmoothFlatTopology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	784	5	37	2	246	174	320	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/IntersectionTheory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/Moduli/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/ProjectiveVariety/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/QuasiCoherentSheaves/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	143	5	11	2	46	32	47	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/Scheme/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/Scheme/FiberProduct/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/SimplicialCommutativeRingCdga/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2001	5	32	8	814	472	670	0
npa-corpus/proofs/Proofs/Ai/AlgebraicGeometry/TorExt/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	584	6	27	3	142	190	216	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractDerivative/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5250	6	49	42	2463	1302	1388	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractFixedPoint/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2070	4	27	15	856	556	612	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractImplicitFunction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	15155	7	91	42	8845	3143	3027	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractImplicitPhi/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3787	7	63	23	1651	1011	1032	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractInverseFunction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3115	5	49	16	1410	778	857	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractLinearMap/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4045	7	45	28	1714	1128	1123	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractMetricTopology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	435	3	9	10	145	125	143	0
npa-corpus/proofs/Proofs/Ai/Analysis/AbstractNormedSpace/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4055	5	48	21	1907	1009	1065	0
npa-corpus/proofs/Proofs/Ai/Analysis/Calculus/ChangeOfVariables/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	236	4	18	3	45	71	95	0
npa-corpus/proofs/Proofs/Ai/Analysis/Calculus/Multivariable/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1082	11	74	20	486	207	284	0
npa-corpus/proofs/Proofs/Ai/Analysis/Calculus/OneVariable/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	7493	4	38	56	4020	1663	1712	0
npa-corpus/proofs/Proofs/Ai/Analysis/Calculus/Taylor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	867	3	27	10	386	196	245	0
npa-corpus/proofs/Proofs/Ai/Analysis/Continuity/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3185	7	27	34	1365	945	807	0
npa-corpus/proofs/Proofs/Ai/Analysis/Continuity/Interval/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5151	4	38	37	2684	1218	1170	0
npa-corpus/proofs/Proofs/Ai/Analysis/Convex/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	388	2	25	6	209	57	89	0
npa-corpus/proofs/Proofs/Ai/Analysis/Convex/Optimization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Distribution/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/Analysis/DynamicalSystems/Planar/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Euclidean/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	448	4	23	4	140	106	171	0
npa-corpus/proofs/Proofs/Ai/Analysis/Euclidean/RnBasic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	314	4	27	5	128	60	90	0
npa-corpus/proofs/Proofs/Ai/Analysis/Fourier/Sampling/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Fourier/Series/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Fourier/SeriesPoisson/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	743	1	78	9	195	165	295	0
npa-corpus/proofs/Proofs/Ai/Analysis/Fourier/Transform/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Integral/Riemann/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4788	6	33	35	2752	899	1063	0
npa-corpus/proofs/Proofs/Ai/Analysis/Integral/Riemann/Calculus/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1668	2	32	17	990	268	359	0
npa-corpus/proofs/Proofs/Ai/Analysis/Mellin/TransformInversion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	451	1	40	9	233	65	103	0
npa-corpus/proofs/Proofs/Ai/Analysis/Mellin/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	162	1	9	4	32	50	66	0
npa-corpus/proofs/Proofs/Ai/Analysis/ODE/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/ODE/Existence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/ODE/Linear/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/PDE/Elliptic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/PDE/Parabolic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/PDE/Weak/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Real/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2607	3	25	18	1101	738	722	0
npa-corpus/proofs/Proofs/Ai/Analysis/Sequence/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	7757	5	34	50	3682	2037	1949	0
npa-corpus/proofs/Proofs/Ai/Analysis/Sequence/Compactness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2035	5	37	17	1205	364	407	0
npa-corpus/proofs/Proofs/Ai/Analysis/Series/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2336	4	31	19	990	675	617	0
npa-corpus/proofs/Proofs/Ai/Analysis/Series/Criteria/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5061	4	39	30	2655	1212	1121	0
npa-corpus/proofs/Proofs/Ai/Analysis/Series/Power/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	456	3	11	4	78	172	188	0
npa-corpus/proofs/Proofs/Ai/Analysis/Sobolev/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/SpecialFunctions/GammaBetaStirling/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	523	1	53	6	130	120	213	0
npa-corpus/proofs/Proofs/Ai/Analysis/Variational/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/Variational/CriticalPoint/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	35	1	6	0	4	10	14	0
npa-corpus/proofs/Proofs/Ai/Analysis/VectorCalculus/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	284	4	17	4	73	89	97	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/AffineCurve/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3283	2	172	10	1572	556	971	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ArithmeticFundamentalGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3907	2	86	6	1106	1222	1485	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	783	2	30	1	202	240	308	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/Birational/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2196	2	171	12	1029	288	694	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/Cuspidalization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3355	2	184	10	1498	614	1047	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/DecompositionInertia/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	9595	2	187	15	1572	3931	3888	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/EtaleFundamentalGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3272	2	73	5	988	944	1260	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/GrothendieckCurve/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2573	2	123	10	1126	463	849	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/HyperbolicCurve/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	6851	2	144	8	1531	2449	2717	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/HyperbolicSurface/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4088	2	201	10	2251	424	1200	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/KummerBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3261	2	171	22	1049	873	1144	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/LocalProP/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	4407	2	137	8	2553	528	1179	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/MonoAnabelian/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3458	2	171	12	1883	414	976	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/NeukirchUchida/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2588	2	171	18	1051	497	849	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLBasic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	525	2	26	1	112	163	221	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLBirational/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	243	2	19	1	77	60	84	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLDivisorialValuation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	245	2	10	0	45	80	108	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLFormation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	73	2	6	0	14	21	30	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLKummer/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	185	2	10	0	37	56	80	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLProjectiveGeometry/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	90	2	8	0	20	24	36	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProLQuotient/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	182	2	8	0	34	52	86	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/ProfiniteGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1573	2	44	2	477	461	587	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Anabelian/SectionInjectivity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3159	2	146	8	1825	352	826	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/EtaleCohomology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1682	2	36	2	483	447	712	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/RationalPoints/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1228	2	45	1	201	457	522	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/Schemes/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5737	2	49	1	2007	1108	2570	0
npa-corpus/proofs/Proofs/Ai/ArithmeticGeometry/WeilConjectures/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	981	2	45	3	266	294	371	0
npa-corpus/proofs/Proofs/Ai/BEq/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	82	3	5	9	27	18	20	0
npa-corpus/proofs/Proofs/Ai/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	185	2	7	0	8	83	85	0
npa-corpus/proofs/Proofs/Ai/BitString/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	417	1	5	30	211	91	79	0
npa-corpus/proofs/Proofs/Ai/Bool/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	26	2	3	5	11	0	5	0
npa-corpus/proofs/Proofs/Ai/Category/Adjunction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	5977	7	42	61	3546	1084	1237	0
npa-corpus/proofs/Proofs/Ai/Category/AdjunctionUniversalProperties/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1268	7	33	29	618	83	498	0
npa-corpus/proofs/Proofs/Ai/Category/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	679	3	20	6	416	112	122	0
npa-corpus/proofs/Proofs/Ai/Category/Equivalence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	168	2	17	1	28	60	60	0
npa-corpus/proofs/Proofs/Ai/Category/Functor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1013	7	26	25	639	142	174	0
npa-corpus/proofs/Proofs/Ai/Category/Groupoid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	261	3	13	3	133	40	69	0
npa-corpus/proofs/Proofs/Ai/Category/Infinity/SimplicialSet/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	11446	17	75	61	3685	3442	4166	0
npa-corpus/proofs/Proofs/Ai/Category/Infinity/StableInfinityCategory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	822	3	33	2	167	308	309	0
npa-corpus/proofs/Proofs/Ai/Category/Limit/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1835	7	28	15	928	304	553	0
npa-corpus/proofs/Proofs/Ai/Category/ModelCategory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1866	3	48	3	820	360	632	0
npa-corpus/proofs/Proofs/Ai/Category/Monoidal/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	92	2	11	1	17	28	33	0
npa-corpus/proofs/Proofs/Ai/Category/MonoidalModelCategory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2056	3	46	5	903	473	626	0
npa-corpus/proofs/Proofs/Ai/Category/NaturalTransformation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	368	5	22	5	189	59	88	0
npa-corpus/proofs/Proofs/Ai/Category/SheafRoute/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	11322	9	55	50	5891	1693	3624	0
npa-corpus/proofs/Proofs/Ai/Category/Yoneda/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	713	4	17	12	385	119	176	0
npa-corpus/proofs/Proofs/Ai/Category/YonedaRepresentableFunctors/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	664	4	28	11	380	74	167	0
npa-corpus/proofs/Proofs/Ai/Codec/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2041	3	24	33	845	558	578	0
npa-corpus/proofs/Proofs/Ai/CodingTheory/BlockCode/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/CodingTheory/Bounds/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/CodingTheory/Cyclic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/CodingTheory/Information/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	76	1	8	1	16	20	30	0
npa-corpus/proofs/Proofs/Ai/CodingTheory/LinearCode/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	680	2	42	74	209	106	247	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Additive/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	284	2	14	48	77	40	103	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Additive/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1159	2	40	2	386	309	420	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Algebraic/Topology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1122	2	47	2	361	326	384	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Algebraic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1397	7	68	7	517	442	356	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/ArithmeticProgression/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1091	2	40	2	373	266	408	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/AssociationScheme/Coding/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	917	2	35	2	320	227	331	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/AssociationScheme/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	900	3	49	2	179	359	308	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Binomial/Algebra/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1620	4	37	9	526	522	522	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Binomial/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1260	3	24	7	221	523	482	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Cardinality/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1120	5	24	9	375	347	360	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Catalan/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	916	7	49	5	190	344	321	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Container/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1506	2	42	3	571	398	490	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Counting/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1414	8	20	11	274	570	531	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Design/Coding/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	882	2	32	2	326	217	303	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Design/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2375	5	66	9	1052	695	548	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Entropy/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1035	2	34	20	301	299	379	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Enumerative/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1189	5	51	4	249	458	422	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Finite/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	274	5	16	3	66	86	98	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/FiniteField/Interpolation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	301	2	17	28	107	44	103	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/FiniteField/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1490	2	44	2	507	382	553	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/FiniteGeometry/Coding/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1277	2	38	2	512	274	449	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/FiniteGeometry/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2316	7	77	9	1051	580	592	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/GeneratingFunction/InclusionExclusion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	265	2	16	43	72	39	93	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/GeneratingFunction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	921	5	25	5	187	353	346	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/ContainerApplications/Advanced/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1534	2	57	2	568	385	520	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/ContainerApplications/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1257	2	45	2	418	338	452	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/Regularity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1236	2	41	3	459	334	397	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/Removal/Stability/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1320	2	58	2	473	314	471	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/Removal/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1352	2	42	3	540	317	448	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Hypergraph/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2837	5	66	14	1322	781	649	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/InclusionExclusion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	997	5	29	5	196	356	406	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Kakeya/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1366	2	44	2	471	343	504	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Matroid/Basic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2410	5	72	9	1291	629	404	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Matroid/BranchWidth/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1242	2	44	2	414	345	435	0
npa-corpus/proofs/Proofs/Ai/Combinatorics/Matroid/Connectivity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1080	2	43	2	326	330	377	0
